Emotion,RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B
Light,217,228,228,255,250,184,255,255,255
Light,255,255,255,217,228,228,255,250,184
Light,255,250,184,217,228,228,255,255,255
Light,255,255,255,255,250,184,217,228,228
Polished,198,183,186,121,123,131,217,228,228
Sedate,115,95,108,186,186,186,217,228,228
Composed,217,228,228,10,21,82,98,116,114
Delicate,166,181,183,242,242,242,198,183,186
Delicate,198,183,186,166,181,183,242,242,242
Fashionable,192,230,184,161,161,161,166,181,183
Fashionable,166,181,183,192,230,184,161,161,161
Polished,242,242,242,166,181,183,153,194,181
Refined,115,95,108,123,150,181,222,222,222
Refined,222,222,222,115,95,108,123,150,181
Aristocratic,106,51,135,123,150,181,2,22,35
Aristocratic,2,22,35,123,150,181,106,51,135
Aristocratic,106,51,135,2,22,35,123,150,181
Crystalline,255,255,255,204,236,232,123,150,181
Refined,215,188,188,121,123,131,186,186,186
Refined,186,186,186,215,188,188,121,123,131
Graceful,165,123,177,198,183,186,121,123,131
Aqueous,179,204,206,222,222,222,121,123,131
Aqueous,121,123,131,222,222,222,179,204,206
Aqueous,179,204,206,121,123,131,222,222,222
Chic,222,222,222,145,111,93,121,123,131
Polished,198,183,186,217,228,228,121,123,131
Majestic,121,123,131,32,10,70,26,26,26
Progressive,255,250,184,186,186,186,51,71,108
Western,255,255,255,153,215,179,51,71,108
Chic,186,186,186,115,95,108,51,71,108
Cultivated,186,186,186,10,21,82,51,71,108
Cultivated,51,71,108,10,21,82,186,186,186
Cultivated,186,186,186,51,71,108,10,21,82
Lively,255,127,0,229,0,13,12,32,120
Lively,12,32,120,255,127,0,229,0,13
Vigorous,229,0,13,12,32,120,255,242,0
Vigorous,255,242,0,229,0,13,12,32,120
Sublime,98,116,114,12,32,120,26,26,26
Composed,161,161,161,12,32,120,5,11,48
Agile,255,255,255,12,32,120,103,195,183
Rational,12,32,120,32,104,113,242,242,242
Rational,242,242,242,12,32,120,32,104,113
Earnest,26,26,26,12,32,120,186,186,186
Earnest,186,186,186,26,26,26,12,32,120
Distinguished,179,204,206,99,63,110,10,21,82
Eminent,153,194,181,10,21,82,99,63,110
Eminent,99,63,110,153,194,181,10,21,82
Earnest,112,41,3,10,21,82,161,161,161
Earnest,161,161,161,112,41,3,10,21,82
Agile,242,242,242,255,242,0,10,21,82
Sharp,10,21,82,78,181,135,255,255,255
Sharp,255,255,255,10,21,82,78,181,135
Formal,0,0,0,10,21,82,186,186,186
Formal,186,186,186,0,0,0,10,21,82
Dignified,130,99,61,53,32,6,5,11,48
Traditional,5,11,48,112,41,3,112,116,72
Metallic,242,242,242,5,11,48,127,127,127
Solemn,5,11,48,127,127,127,98,116,114
Proper,12,32,120,242,242,242,5,11,48
Proper,12,32,120,5,11,48,242,242,242
Proper,242,242,242,12,32,120,5,11,48
Proper,5,11,48,12,32,120,242,242,242
Proper,242,242,242,5,11,48,12,32,120
Authoritative,98,116,114,26,26,26,5,11,48
Authoritative,5,11,48,26,26,26,98,116,114
Authoritative,98,116,114,5,11,48,26,26,26
Glossy,212,0,57,251,103,89,95,35,141
Showy,95,35,141,212,0,57,255,242,0
Fascinating,251,167,89,95,35,141,229,0,13
Fascinating,229,0,13,95,35,141,251,167,89
Fascinating,251,167,89,229,0,13,95,35,141
Decorative,191,169,11,95,35,141,138,0,7
Brilliant,248,117,157,207,179,215,95,35,141
Provocative,212,0,57,95,35,141,116,196,118
Provocative,116,196,118,212,0,57,95,35,141
Glossy,202,130,144,215,188,188,106,51,135
Brilliant,187,45,105,251,103,89,106,51,135
Eminent,106,51,135,10,21,82,166,181,183
Eminent,166,181,183,106,51,135,10,21,82
Aristocratic,106,51,135,26,26,26,115,95,108
Aristocratic,115,95,108,26,26,26,106,51,135
Aristocratic,106,51,135,115,95,108,26,26,26
Precious,10,21,82,0,0,0,106,51,135
Precious,106,51,135,10,21,82,0,0,0
Amusing,251,103,89,177,137,193,179,221,61
Amusing,179,221,61,251,103,89,177,137,193
Refined,177,137,193,179,204,206,222,222,222
Refined,222,222,222,177,137,193,179,204,206
Brilliant,207,179,215,177,137,193,106,51,135
Sleek,177,137,193,207,179,215,121,123,131
Glossy,177,137,193,212,0,57,95,35,141
Tender,253,217,205,251,174,193,207,179,215
Feminine,251,167,89,202,130,144,234,216,227
Emotional,207,179,215,249,223,226,115,95,108
Fascinating,248,117,157,99,63,110,207,179,215
Fascinating,207,179,215,99,63,110,248,117,157
Fascinating,248,117,157,207,179,215,99,63,110
Brilliant,207,179,215,249,223,226,115,95,108
Sleek,121,123,131,207,179,215,198,183,186
Soft,234,216,227,210,168,159,191,230,200
Feminine,234,216,227,202,130,144,207,179,215
Romantic,234,216,227,204,236,232,255,250,184
Romantic,255,250,184,234,216,227,204,236,232
Cultured,215,188,188,198,183,186,234,216,227
Cultured,234,216,227,215,188,188,198,183,186
Delicate,234,216,227,171,181,136,186,186,186
Delicate,186,186,186,234,216,227,171,181,136
Tender,198,183,186,234,216,227,166,181,183
Dreamy,234,216,227,191,230,200,166,181,183
Graceful,198,183,186,249,223,226,133,95,104
Sedate,215,188,188,198,183,186,166,181,183
Cultured,115,95,108,198,183,186,198,183,186
Cultured,198,183,186,115,95,108,198,183,186
Delicate,234,216,227,166,181,183,198,183,186
Delicate,198,183,186,234,216,227,166,181,183
Noble,204,236,232,198,183,186,121,123,131
Chic,204,236,232,198,183,186,121,123,131
Feminine,254,230,194,251,174,193,165,123,177
Tender,234,216,227,202,130,144,165,123,177
Brilliant,165,123,177,187,45,105,99,63,110
Emotional,191,230,200,249,223,226,165,123,177
Graceful,165,123,177,251,174,193,115,95,108
Fashionable,115,95,108,191,230,200,165,123,177
Fashionable,165,123,177,115,95,108,191,230,200
Graceful,215,188,188,234,124,104,115,95,108
Japanese,208,194,142,115,95,108,112,116,72
Japanese,112,116,72,115,95,108,208,194,142
Japanese,208,194,142,112,116,72,115,95,108
Fashionable,215,188,188,98,116,114,115,95,108
Fashionable,115,95,108,215,188,188,98,116,114
Sleek,115,95,108,126,56,88,186,186,186
Refined,115,95,108,123,150,181,198,183,186
Refined,198,183,186,115,95,108,123,150,181
Sedate,242,242,242,115,95,108,161,161,161
Stylish,166,151,51,186,186,186,99,63,110
Stylish,99,63,110,166,151,51,186,186,186
Brilliant,165,123,177,187,45,105,99,63,110
Distinguished,222,222,222,116,139,116,99,63,110
Aristocratic,121,123,131,10,21,82,99,63,110
Aristocratic,99,63,110,10,21,82,121,123,131
Aristocratic,121,123,131,99,63,110,10,21,82
Precious,127,127,127,99,63,110,0,0,0
Precious,0,0,0,127,127,127,99,63,110
Eminent,123,150,181,0,0,0,99,63,110
Eminent,99,63,110,123,150,181,0,0,0
Sublime,99,63,110,222,222,222,26,26,26
Colourful,212,0,57,72,13,104,255,242,0
Colourful,255,242,0,212,0,57,72,13,104
Luxurious,191,169,11,138,0,7,72,13,104
Gorgeous,191,169,11,72,13,104,105,0,51
Gorgeous,105,0,51,72,13,104,191,169,11
Gorgeous,191,169,11,105,0,51,72,13,104
Brilliant,222,222,222,187,45,105,72,13,104
Eminent,72,13,104,5,11,48,153,194,181
Eminent,153,194,181,72,13,104,5,11,48
Extravagant,126,100,12,112,11,1,72,13,104
Precious,72,13,104,0,0,0,145,111,93
Precious,145,111,93,72,13,104,0,0,0
Classic,89,55,8,149,78,29,32,10,70
Traditional,150,58,4,32,10,70,51,73,18
Modest,112,116,72,186,186,186,32,10,70
Modest,32,10,70,186,186,186,112,116,72
Modest,112,116,72,32,10,70,186,186,186
Sublime,32,10,70,98,116,114,222,222,222
Majestic,121,123,131,32,10,70,0,0,0
Rational,222,222,222,26,9,42,123,150,181
Rational,123,150,181,222,222,222,26,9,42
Conservative,186,186,186,53,21,3,26,9,42
Dignified,1,24,10,98,116,114,26,9,42
Serious,89,55,8,26,26,26,26,9,42
Solemn,161,161,161,26,9,42,51,51,51
Dazzling,255,255,255,255,242,0,212,0,57
Dazzling,212,0,57,255,242,0,255,255,255
Dazzling,255,255,255,212,0,57,255,242,0
Tropical,212,0,57,40,163,119,153,166,74
Tropical,153,166,74,212,0,57,40,163,119
Dynamic,255,242,0,212,0,57,0,0,0
Vivid,17,147,82,255,242,0,212,0,57
Vivid,212,0,57,255,242,0,17,147,82
Vivid,17,147,82,212,0,57,255,242,0
Showy,95,35,141,212,0,57,255,242,0
Fiery,0,0,0,212,0,57,140,201,25
Fiery,0,0,0,140,201,25,212,0,57
Fiery,212,0,57,0,0,0,140,201,25
Fiery,140,201,25,0,0,0,212,0,57
Fiery,212,0,57,140,201,25,0,0,0
Flamboyant,212,0,57,3,115,138,255,242,0
Flamboyant,255,242,0,212,0,57,3,115,138
Colourful,191,169,11,72,13,104,212,0,57
Colourful,212,0,57,191,169,11,72,13,104
Provocative,95,35,141,40,163,119,212,0,57
Provocative,212,0,57,95,35,141,40,163,119
Abundant,229,0,13,187,45,105,255,127,0
Abundant,255,127,0,229,0,13,187,45,105
Glossy,95,35,141,248,117,157,187,45,105
Amusing,187,45,105,95,35,141,255,242,0
Amusing,255,242,0,187,45,105,95,35,141
Brilliant,251,174,193,187,45,105,99,63,110
Decorative,0,0,0,99,63,110,187,45,105
Western,242,242,242,187,45,105,91,165,159
Complex,99,63,110,5,60,88,187,45,105
Complex,187,45,105,99,63,110,5,60,88
Cute,248,117,157,78,181,135,255,242,124
Cute,255,242,124,248,117,157,78,181,135
Happy,229,0,13,234,216,227,248,117,157
Happy,229,0,13,248,117,157,234,216,227
Happy,234,216,227,229,0,13,248,117,157
Happy,248,117,157,229,0,13,234,216,227
Happy,234,216,227,248,117,157,229,0,13
Fascinating,248,117,157,99,63,110,207,179,215
Fascinating,207,179,215,99,63,110,248,117,157
Fascinating,248,117,157,207,179,215,99,63,110
Amusing,153,166,74,248,117,157,145,209,127
Amusing,145,209,127,153,166,74,248,117,157
Merry,248,117,157,140,201,25,153,166,74
Merry,153,166,74,248,117,157,140,201,25
Colourful,248,117,157,95,35,141,78,181,135
Colourful,78,181,135,248,117,157,95,35,141
Childlike,248,117,157,153,216,212,255,242,124
Childlike,255,242,124,248,117,157,153,216,212
Pretty,255,250,184,248,117,157,128,166,206
Enjoyable,248,117,157,173,219,93,57,89,153
Pretty,255,255,255,251,174,193,255,242,124
Sweet,254,230,194,251,167,89,251,174,193
Charming,251,174,193,191,230,200,254,230,194
Charming,254,230,194,251,174,193,191,230,200
Feminine,251,174,193,165,123,177,191,230,200
Innocent,251,174,193,253,217,205,192,230,184
Innocent,192,230,184,251,174,193,253,217,205
Dreamy,192,230,184,251,174,193,253,217,205
Supple,249,223,226,192,230,184,255,255,255
Supple,255,255,255,249,223,226,192,230,184
Romantic,249,223,226,217,228,228,255,255,255
Romantic,255,255,255,249,223,226,217,228,228
Sunny,253,192,145,249,223,226,255,250,184
Sunny,255,250,184,253,192,145,249,223,226
Innocent,251,174,193,255,250,184,249,223,226
Innocent,249,223,226,251,174,193,255,250,184
Pleasant,234,124,104,208,180,137,249,223,226
Mild,208,180,137,215,188,188,254,230,194
Mild,254,230,194,208,180,137,215,188,188
Cultured,215,188,188,198,183,186,234,216,227
Cultured,234,216,227,215,188,188,198,183,186
Emotional,234,124,104,215,188,188,145,111,93
Feminine,254,230,194,215,188,188,207,179,215
Delicate,234,216,227,234,216,227,198,183,186
Delicate,198,183,186,234,216,227,234,216,227
Sleek,215,188,188,234,216,227,115,95,108
Graceful,242,242,242,215,188,188,165,123,177
Supple,254,230,194,215,188,188,166,181,183
Supple,166,181,183,254,230,194,215,188,188
Refined,215,188,188,121,123,131,186,186,186
Refined,186,186,186,215,188,188,121,123,131
Pleasant,210,168,159,138,101,97,202,130,144
Tender,234,216,227,202,130,144,165,123,177
Feminine,207,179,215,202,130,144,234,216,227
Sedate,115,95,108,202,130,144,126,56,88
Graceful,133,95,104,202,130,144,99,63,110
Nostalgic,138,101,97,202,130,144,51,73,18
Nostalgic,51,73,18,138,101,97,202,130,144
Western,202,130,144,217,228,228,10,21,82
Glossy,106,51,135,212,0,57,202,130,144
Tender,234,124,104,253,217,205,133,95,104
Mild,215,188,188,133,95,104,186,186,186
Mild,186,186,186,215,188,188,133,95,104
Sleek,186,186,186,210,168,159,133,95,104
Emotional,198,183,186,138,101,97,133,95,104
Graceful,202,130,144,215,188,188,133,95,104
Chic,202,130,144,215,188,188,133,95,104
Sleek,115,95,108,126,56,88,215,188,188
Complex,191,169,11,126,56,88,37,95,81
Complex,37,95,81,191,169,11,126,56,88
Extravagant,191,169,11,72,13,104,126,56,88
Cultured,126,56,88,198,183,186,242,242,242
Cultured,242,242,242,126,56,88,198,183,186
Tasteful,130,99,61,53,21,3,126,56,88
Classic,126,56,88,149,78,29,2,22,35
Mature,227,26,42,105,0,51,138,112,12
Extravagant,191,169,11,105,0,51,32,10,70
Luxurious,191,169,11,105,0,51,0,0,0
Gorgeous,126,100,12,72,13,104,105,0,51
Gorgeous,105,0,51,72,13,104,126,100,12
Gorgeous,126,100,12,105,0,51,72,13,104
Decorative,37,95,81,105,0,51,126,100,12
Substantial,138,112,12,191,169,11,73,0,35
Substantial,73,0,35,191,169,11,138,112,12
Substantial,138,112,12,73,0,35,191,169,11
Classic,149,78,29,73,0,35,32,10,70
Tasteful,138,112,12,53,32,6,73,0,35
Majestic,121,123,131,73,0,35,0,0,0
Luxurious,191,169,11,227,26,42,73,0,35
Mature,227,26,42,73,0,35,40,0,24
Rustic,112,41,3,40,0,24,138,112,12
Rustic,138,112,12,112,41,3,40,0,24
Sturdy,89,55,8,40,0,24,0,0,0
Serious,82,82,82,40,0,24,5,11,48
Intrepid,204,236,232,10,21,82,40,0,24
Intrepid,40,0,24,10,21,82,204,236,232
Intrepid,204,236,232,40,0,24,10,21,82
Majestic,161,161,161,40,0,24,26,9,42
Solemn,127,127,127,40,0,24,0,0,0
Cultured,115,95,108,242,242,242,215,188,188
Cultured,215,188,188,115,95,108,242,242,242
Sedate,198,183,186,138,101,97,242,242,242
Dry,242,242,242,130,99,61,208,194,142
Dry,208,194,142,130,99,61,242,242,242
Dry,242,242,242,208,194,142,130,99,61
Composed,98,116,114,242,242,242,5,60,88
Noble,242,242,242,121,123,131,116,139,116
Polished,242,242,242,153,194,181,166,181,183
Metallic,242,242,242,127,127,127,5,11,48
Romantic,249,223,226,192,230,184,255,255,255
Romantic,255,255,255,249,223,226,192,230,184
Festive,229,0,13,255,242,0,255,255,255
Festive,255,255,255,229,0,13,255,242,0
Sporty,255,255,255,229,0,13,12,32,120
Clear,255,255,255,204,236,232,153,215,179
Clear,153,215,179,204,236,232,255,255,255
Clear,255,255,255,153,215,179,204,236,232
Crystalline,255,255,255,153,215,179,128,166,206
Chic,222,222,222,145,111,93,121,123,131
Distinguished,98,116,114,222,222,222,32,104,113
Rational,57,89,153,222,222,222,10,21,82
Rational,10,21,82,57,89,153,222,222,222
Chic,186,186,186,115,95,108,98,116,114
Earnest,5,11,48,12,32,120,186,186,186
Earnest,186,186,186,5,11,48,12,32,120
Metallic,186,186,186,1,47,45,0,0,0
Provincial,161,161,161,138,112,12,130,99,61
Modest,112,116,72,45,0,5,161,161,161
Modest,161,161,161,45,0,5,112,116,72
Modest,112,116,72,161,161,161,45,0,5
Solemn,161,161,161,5,11,48,26,26,26
Formal,112,41,3,12,32,120,161,161,161
Formal,161,161,161,112,41,3,12,32,120
Sublime,0,0,0,161,161,161,115,95,108
Chic,242,242,242,116,139,116,127,127,127
Earnest,4,36,65,127,127,127,242,242,242
Earnest,242,242,242,4,36,65,127,127,127
Majestic,127,127,127,32,10,70,26,26,26
Sound,112,41,3,53,32,6,5,11,48
Sound,5,11,48,112,41,3,53,32,6
Dignified,127,127,127,10,21,82,0,0,0
Provincial,112,116,72,222,222,222,82,82,82
Diligent,145,111,93,82,82,82,130,99,61
Serious,82,82,82,45,0,5,0,0,0
Chic,198,183,186,133,95,104,82,82,82
Formal,82,82,82,5,11,48,242,242,242
Formal,242,242,242,82,82,82,5,11,48
Salty,98,116,114,51,51,51,166,151,51
Salty,98,116,114,166,151,51,51,51,51
Salty,51,51,51,98,116,114,166,151,51
Salty,166,151,51,98,116,114,51,51,51
Salty,51,51,51,166,151,51,98,116,114
Bitter,53,32,6,51,51,51,130,99,61
Bitter,130,99,61,53,32,6,51,51,51
Conservative,51,51,51,130,99,61,112,41,3
Authoritative,161,161,161,10,21,82,51,51,51
Authoritative,51,51,51,10,21,82,161,161,161
Authoritative,161,161,161,51,51,51,10,21,82
Solemn,121,123,131,51,51,51,5,11,48
Robust,138,0,7,45,0,5,26,26,26
Sturdy,112,116,72,53,32,6,26,26,26
Formal,26,26,26,121,123,131,242,242,242
Formal,242,242,242,26,26,26,121,123,131
Sublime,12,32,120,26,26,26,98,116,114
Bold,0,0,0,255,242,0,229,0,13
Bold,229,0,13,255,242,0,0,0,0
Bold,0,0,0,229,0,13,255,242,0
Fiery,229,0,13,255,127,0,0,0,0
Fiery,229,0,13,0,0,0,255,127,0
Fiery,255,127,0,229,0,13,0,0,0
Fiery,0,0,0,229,0,13,255,127,0
Fiery,255,127,0,0,0,0,229,0,13
Striking,212,0,57,1,144,102,0,0,0
Striking,0,0,0,212,0,57,1,144,102
Stylish,0,0,0,91,165,159,99,63,110
Stylish,99,63,110,0,0,0,91,165,159
Metallic,145,111,93,53,21,3,0,0,0
