Emotion,RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B
Interesting,112,116,72,149,60,53,72,13,104
Diligent,149,60,53,96,122,38,10,21,82
Diligent,10,21,82,149,60,53,96,122,38
Diligent,10,21,82,96,122,38,149,60,53
Diligent,96,122,38,149,60,53,10,21,82
Diligent,96,122,38,10,21,82,149,60,53
Alluring,99,63,110,138,0,7,149,60,53
Alluring,149,60,53,99,63,110,138,0,7
Alluring,149,60,53,138,0,7,99,63,110
Alluring,138,0,7,99,63,110,149,60,53
Alluring,138,0,7,149,60,53,99,63,110
Extravagant,138,0,7,72,13,104,191,169,11
Extravagant,191,169,11,138,0,7,72,13,104
Extravagant,191,169,11,72,13,104,138,0,7
Extravagant,72,13,104,138,0,7,191,169,11
Extravagant,72,13,104,191,169,11,138,0,7
Mellow,138,0,7,32,10,70,145,111,93
Mellow,145,111,93,138,0,7,32,10,70
Mellow,145,111,93,32,10,70,138,0,7
Mellow,32,10,70,138,0,7,145,111,93
Mellow,32,10,70,145,111,93,138,0,7
Ethnic,138,0,7,138,112,12,99,63,110
Ethnic,99,63,110,138,0,7,138,112,12
Ethnic,99,63,110,138,112,12,138,0,7
Ethnic,138,112,12,138,0,7,99,63,110
Ethnic,138,112,12,99,63,110,138,0,7
Tasteful,149,60,53,51,73,18,145,111,93
Rich,138,0,7,51,73,18,191,169,11
Rich,191,169,11,138,0,7,51,73,18
Rich,191,169,11,51,73,18,138,0,7
Rich,51,73,18,138,0,7,191,169,11
Rich,51,73,18,191,169,11,138,0,7
Luxurious,191,169,11,0,0,0,138,0,7
Luxurious,138,0,7,191,169,11,0,0,0
Luxurious,138,0,7,0,0,0,191,169,11
Luxurious,0,0,0,191,169,11,138,0,7
Luxurious,0,0,0,138,0,7,191,169,11
Robust,0,0,0,112,11,1,138,0,7
Robust,138,0,7,0,0,0,112,11,1
Robust,138,0,7,112,11,1,0,0,0
Robust,112,11,1,0,0,0,138,0,7
Robust,112,11,1,138,0,7,0,0,0
Untamed,138,0,7,14,57,21,0,0,0
Untamed,0,0,0,138,0,7,14,57,21
Untamed,0,0,0,14,57,21,138,0,7
Untamed,14,57,21,138,0,7,0,0,0
Untamed,14,57,21,0,0,0,138,0,7
Fruitful,112,11,1,215,144,92,149,60,53
Fruitful,149,60,53,112,11,1,215,144,92
Fruitful,149,60,53,215,144,92,112,11,1
Fruitful,215,144,92,112,11,1,149,60,53
Fruitful,215,144,92,149,60,53,112,11,1
Elaborate,138,112,12,106,51,135,112,11,1
Elaborate,112,11,1,138,112,12,106,51,135
Elaborate,112,11,1,106,51,135,138,112,12
Elaborate,106,51,135,138,112,12,112,11,1
Elaborate,106,51,135,112,11,1,138,112,12
Mellow,112,11,1,72,13,104,149,60,53
Mellow,149,60,53,112,11,1,72,13,104
Mellow,149,60,53,72,13,104,112,11,1
Mellow,72,13,104,112,11,1,149,60,53
Mellow,72,13,104,149,60,53,112,11,1
Traditional,53,21,3,112,11,1,149,78,29
Substantial,112,116,72,0,0,0,112,11,1
Substantial,112,11,1,112,116,72,0,0,0
Substantial,112,11,1,0,0,0,112,116,72
Substantial,0,0,0,112,116,72,112,11,1
Substantial,0,0,0,112,11,1,112,116,72
Untamed,51,73,18,33,36,10,112,11,1
Untamed,112,11,1,51,73,18,33,36,10
Untamed,112,11,1,33,36,10,51,73,18
Untamed,33,36,10,51,73,18,112,11,1
Untamed,33,36,10,112,11,1,51,73,18
Wild,229,0,13,191,169,11,45,0,5
Wild,45,0,5,229,0,13,191,169,11
Wild,45,0,5,191,169,11,229,0,13
Wild,191,169,11,229,0,13,45,0,5
Wild,191,169,11,45,0,5,229,0,13
Untamed,126,100,12,45,0,5,138,0,7
Untamed,138,0,7,126,100,12,45,0,5
Untamed,138,0,7,45,0,5,126,100,12
Untamed,45,0,5,126,100,12,138,0,7
Untamed,45,0,5,138,0,7,126,100,12
Serious,45,0,5,26,9,42,112,41,3
Serious,112,41,3,45,0,5,26,9,42
Serious,112,41,3,26,9,42,45,0,5
Serious,26,9,42,45,0,5,112,41,3
Serious,26,9,42,112,41,3,45,0,5
Dazzling,229,0,13,255,242,63,255,127,0
Dazzling,255,127,0,229,0,13,255,242,63
Dazzling,255,127,0,255,242,63,229,0,13
Dazzling,255,242,63,229,0,13,255,127,0
Dazzling,255,242,63,255,127,0,229,0,13
Flamboyant,255,127,0,255,242,0,212,0,57
Flamboyant,212,0,57,255,127,0,255,242,0
Flamboyant,212,0,57,255,242,0,255,127,0
Flamboyant,255,242,0,255,127,0,212,0,57
Flamboyant,255,242,0,212,0,57,255,127,0
Forceful,229,0,13,255,242,0,255,127,0
Forceful,255,127,0,229,0,13,255,242,0
Forceful,255,127,0,255,242,0,229,0,13
Forceful,255,242,0,229,0,13,255,127,0
Forceful,255,242,0,255,127,0,229,0,13
Abundant,255,127,0,227,26,42,166,151,51
Abundant,166,151,51,255,127,0,227,26,42
Abundant,166,151,51,227,26,42,255,127,0
Abundant,227,26,42,255,127,0,166,151,51
Abundant,227,26,42,166,151,51,255,127,0
Tropical,212,0,57,0,86,48,255,127,0
Tropical,255,127,0,212,0,57,0,86,48
Tropical,255,127,0,0,86,48,212,0,57
Tropical,0,86,48,212,0,57,255,127,0
Tropical,0,86,48,255,127,0,212,0,57
Casual,255,127,0,78,181,135,255,242,124
Casual,255,242,124,255,127,0,78,181,135
Casual,255,242,124,78,181,135,255,127,0
Casual,78,181,135,255,127,0,255,242,124
Casual,78,181,135,255,242,124,255,127,0
Enjoyable,255,127,0,103,195,183,255,242,0
Enjoyable,255,242,0,255,127,0,103,195,183
Enjoyable,255,242,0,103,195,183,255,127,0
Enjoyable,103,195,183,255,127,0,255,242,0
Enjoyable,103,195,183,255,242,0,255,127,0
Lively,255,127,0,26,67,155,255,255,255
Lively,255,255,255,255,127,0,26,67,155
Lively,255,255,255,26,67,155,255,127,0
Lively,26,67,155,255,127,0,255,255,255
Lively,26,67,155,255,255,255,255,127,0
Delicious,255,127,0,253,192,145,149,78,29
Delicious,149,78,29,255,127,0,253,192,145
Delicious,149,78,29,253,192,145,255,127,0
Delicious,253,192,145,255,127,0,149,78,29
Delicious,253,192,145,149,78,29,255,127,0
Aromatic,242,100,1,150,58,4,253,192,145
Aromatic,253,192,145,242,100,1,150,58,4
Aromatic,253,192,145,150,58,4,242,100,1
Aromatic,150,58,4,242,100,1,253,192,145
Aromatic,150,58,4,253,192,145,242,100,1
Delicious,227,26,42,149,60,53,242,100,1
Delicious,242,100,1,227,26,42,149,60,53
Delicious,242,100,1,149,60,53,227,26,42
Delicious,149,60,53,227,26,42,242,100,1
Delicious,149,60,53,242,100,1,227,26,42
Luxurious,138,0,7,242,100,1,99,63,110
Luxurious,99,63,110,138,0,7,242,100,1
Luxurious,99,63,110,242,100,1,138,0,7
Luxurious,242,100,1,138,0,7,99,63,110
Luxurious,242,100,1,99,63,110,138,0,7
Bright,229,0,13,242,100,1,242,242,242
Bright,242,242,242,229,0,13,242,100,1
Bright,242,242,242,242,100,1,229,0,13
Bright,242,100,1,229,0,13,242,242,242
Bright,242,100,1,242,242,242,229,0,13
Abundant,227,26,42,242,100,1,191,169,11
Abundant,191,169,11,227,26,42,242,100,1
Abundant,191,169,11,242,100,1,227,26,42
Abundant,242,100,1,227,26,42,191,169,11
Abundant,242,100,1,191,169,11,227,26,42
Enjoyable,242,100,1,78,181,135,255,242,63
Enjoyable,255,242,63,242,100,1,78,181,135
Enjoyable,255,242,63,78,181,135,242,100,1
Enjoyable,78,181,135,242,100,1,255,242,63
Enjoyable,78,181,135,255,242,63,242,100,1
Rich,242,100,1,126,58,88,227,26,42
Rich,227,26,42,242,100,1,126,58,88
Rich,227,26,42,126,58,88,242,100,1
Rich,126,58,88,242,100,1,227,26,42
Rich,126,58,88,227,26,42,242,100,1
Untamed,242,100,1,89,55,8,45,0,5
Untamed,45,0,5,242,100,1,89,55,8
Untamed,45,0,5,89,55,8,242,100,1
Untamed,89,55,8,242,100,1,45,0,5
Untamed,89,55,8,45,0,5,242,100,1
Delicious,255,242,124,254,230,194,253,166,74
Delicious,253,166,74,255,242,124,254,230,194
Delicious,253,166,74,254,230,194,255,242,124
Delicious,254,230,194,255,242,124,253,166,74
Delicious,254,230,194,253,166,74,255,242,124
Merry,251,103,89,153,166,74,255,242,124
Merry,255,242,124,251,103,89,153,166,74
Merry,255,242,124,153,166,74,251,103,89
Merry,153,166,74,251,103,89,255,242,124
Merry,153,166,74,255,242,124,251,103,89
Bright,229,0,13,153,166,74,255,255,255
Bright,255,255,255,229,0,13,153,166,74
Bright,255,255,255,153,166,74,229,0,13
Bright,153,166,74,229,0,13,255,255,255
Bright,153,166,74,255,255,255,229,0,13
Friendly,153,166,74,255,242,63,255,255,255
Friendly,255,255,255,153,166,74,255,242,63
Friendly,255,255,255,255,242,63,153,166,74
Friendly,255,242,63,153,166,74,255,255,255
Friendly,255,242,63,255,255,255,153,166,74
Open,153,166,74,153,215,179,255,242,124
Open,255,242,124,153,166,74,153,215,179
Open,255,242,124,153,215,179,153,166,74
Open,153,215,179,153,166,74,255,242,124
Open,153,215,179,255,242,124,153,166,74
Lively,229,0,13,26,67,155,153,166,74
Lively,153,166,74,229,0,13,26,67,155
Lively,153,166,74,26,67,155,229,0,13
Lively,26,67,155,229,0,13,153,166,74
Lively,26,67,155,153,166,74,229,0,13
Lighthearted,153,166,74,116,196,118,255,250,184
Lighthearted,255,250,184,153,166,74,116,196,118
Lighthearted,255,250,184,116,196,118,153,166,74
Lighthearted,116,196,118,153,166,74,255,250,184
Lighthearted,116,196,118,255,250,184,153,166,74
Amusing,153,166,74,248,117,157,145,209,127
Amusing,145,209,127,153,166,74,248,117,157
Amusing,145,209,127,248,117,157,153,166,74
Amusing,248,117,157,153,166,74,145,209,127
Amusing,248,117,157,145,209,127,153,166,74
Healthy,153,166,74,103,195,183,255,250,184
Healthy,255,250,184,153,166,74,103,195,183
Healthy,255,250,184,103,195,183,153,166,74
Healthy,103,195,183,153,166,74,255,250,184
Healthy,103,195,183,255,250,184,153,166,74
Sweet,251,167,89,253,192,145,254,230,194
Sweet,254,230,194,251,167,89,253,192,145
Sweet,254,230,194,253,192,145,251,167,89
Sweet,253,192,145,251,167,89,254,230,194
Sweet,253,192,145,254,230,194,251,167,89
Cheerful,177,137,193,255,242,124,253,192,145
Cheerful,253,192,145,177,137,193,255,242,124
Cheerful,253,192,145,255,242,124,177,137,193
Cheerful,255,242,124,177,137,193,253,192,145
Cheerful,255,242,124,253,192,145,177,137,193
Domestic,253,192,145,208,180,137,234,124,104
Domestic,234,124,104,253,192,145,208,180,137
Domestic,234,124,104,208,180,137,253,192,145
Domestic,208,180,137,253,192,145,234,124,104
Domestic,208,180,137,234,124,104,253,192,145
Restful,253,192,145,171,181,136,255,250,184
Restful,255,250,184,253,192,145,171,181,136
Restful,255,250,184,171,181,136,253,192,145
Restful,171,181,136,253,192,145,255,250,184
Restful,171,181,136,255,250,184,253,192,145
Lighthearted,253,192,145,166,151,51,255,250,184
Lighthearted,255,250,184,253,192,145,166,151,51
Lighthearted,255,250,184,166,151,51,253,192,145
Lighthearted,166,151,51,253,192,145,255,250,184
Lighthearted,166,151,51,255,250,184,253,192,145
Intimate,254,230,194,215,144,92,253,192,145
Intimate,253,192,145,254,230,194,215,144,92
Intimate,253,192,145,215,144,92,254,230,194
Intimate,215,144,92,254,230,194,253,192,145
Intimate,215,144,92,253,192,145,254,230,194
Free,253,192,145,153,215,179,255,250,184
Free,255,250,184,253,192,145,153,215,179
Free,255,250,184,153,215,179,253,192,145
Free,153,215,179,253,192,145,255,250,184
Free,153,215,179,255,250,184,253,192,145
Soft,251,167,89,254,230,194,255,255,255
Soft,255,255,255,251,167,89,254,230,194
Soft,255,255,255,254,230,194,251,167,89
Soft,254,230,194,251,167,89,255,255,255
Soft,254,230,194,255,255,255,251,167,89
Intimate,215,144,92,208,194,142,254,230,194
Domestic,251,167,89,171,181,136,254,230,194
Domestic,254,230,194,251,167,89,171,181,136
Domestic,254,230,194,171,181,136,251,167,89
Domestic,171,181,136,251,167,89,254,230,194
Domestic,171,181,136,254,230,194,251,167,89
Sunny,253,192,145,173,219,93,254,230,194
Sunny,254,230,194,253,192,145,173,219,93
Sunny,254,230,194,173,219,93,253,192,145
Sunny,173,219,93,253,192,145,254,230,194
Sunny,173,219,93,254,230,194,253,192,145
Charming,251,174,193,204,236,232,254,230,194
Charming,254,230,194,251,174,193,204,236,232
Charming,254,230,194,204,236,232,251,174,193
Charming,204,236,232,251,174,193,254,230,194
Charming,204,236,232,254,230,194,251,174,193
Dreamy,254,230,194,234,216,227,191,230,200
Dreamy,191,230,200,254,230,194,234,216,227
Dreamy,191,230,200,234,216,227,254,230,194
Dreamy,234,216,227,254,230,194,191,230,200
Dreamy,234,216,227,191,230,200,254,230,194
Delicate,215,188,188,222,222,222,254,230,194
Delicate,254,230,194,215,188,188,222,222,222
Delicate,254,230,194,222,222,222,215,188,188
Delicate,222,222,222,215,188,188,254,230,194
Delicate,222,222,222,254,230,194,215,188,188
Feminine,215,188,188,207,179,215,254,230,194
Feminine,254,230,194,215,188,188,207,179,215
Feminine,254,230,194,207,179,215,215,188,188
Feminine,207,179,215,215,188,188,254,230,194
Feminine,207,179,215,254,230,194,215,188,188
Smooth,242,242,242,215,144,92,208,180,137
Smooth,208,180,137,242,242,242,215,144,92
Smooth,208,180,137,215,144,92,242,242,242
Smooth,215,144,92,242,242,242,208,180,137
Smooth,215,144,92,208,180,137,242,242,242
Generous,208,180,137,149,78,29,234,124,104
Generous,234,124,104,208,180,137,149,78,29
Generous,234,124,104,149,78,29,208,180,137
Generous,149,78,29,208,180,137,234,124,104
Generous,149,78,29,234,124,104,208,180,137
Amiable,208,180,137,208,194,142,255,255,255
Amiable,255,255,255,208,180,137,208,194,142
Amiable,255,255,255,208,194,142,208,180,137
Amiable,208,194,142,208,180,137,255,255,255
Amiable,208,194,142,255,255,255,208,180,137
Intimate,208,180,137,208,194,142,254,230,194
Intimate,254,230,194,208,180,137,208,194,142
Intimate,254,230,194,208,194,142,208,180,137
Intimate,208,194,142,208,180,137,254,230,194
Intimate,208,194,142,254,230,194,208,180,137
Pleasant,254,230,194,138,101,97,208,180,137
Pleasant,208,180,137,254,230,194,138,101,97
Pleasant,208,180,137,138,101,97,254,230,194
Pleasant,138,101,97,254,230,194,208,180,137
Pleasant,138,101,97,208,180,137,254,230,194
Gentle,208,180,137,204,236,232,242,242,242
Gentle,242,242,242,208,180,137,204,236,232
Gentle,242,242,242,204,236,232,208,180,137
Gentle,204,236,232,208,180,137,242,242,242
Gentle,204,236,232,242,242,242,208,180,137
Dry,208,180,137,222,222,222,254,230,194
Dry,254,230,194,208,180,137,222,222,222
Dry,254,230,194,222,222,222,208,180,137
Dry,222,222,222,208,180,137,254,230,194
Dry,222,222,222,254,230,194,208,180,137
Mild,208,180,137,215,188,188,254,230,194
Mild,254,230,194,208,180,137,215,188,188
Mild,254,230,194,215,188,188,208,180,137
Mild,215,188,188,208,180,137,254,230,194
Mild,215,188,188,254,230,194,208,180,137
Intimate,253,192,145,253,217,205,215,144,92
Intimate,215,144,92,253,192,145,253,217,205
Intimate,215,144,92,253,217,205,253,192,145
Intimate,253,217,205,253,192,145,215,144,92
Intimate,253,217,205,215,144,92,253,192,145
Pleasant,251,167,89,215,144,92,253,217,205
Pleasant,253,217,205,251,167,89,215,144,92
Pleasant,253,217,205,215,144,92,251,167,89
Pleasant,215,144,92,251,167,89,253,217,205
Pleasant,215,144,92,253,217,205,251,167,89
Calm,149,78,29,215,144,92,210,168,159
Calm,210,168,159,149,78,29,215,144,92
Calm,210,168,159,215,144,92,149,78,29
Calm,215,144,92,149,78,29,210,168,159
Calm,215,144,92,210,168,159,149,78,29
Amiable,254,230,194,215,144,92,208,180,137
Amiable,208,180,137,254,230,194,215,144,92
Amiable,208,180,137,215,144,92,254,230,194
Amiable,215,144,92,254,230,194,208,180,137
Amiable,215,144,92,208,180,137,254,230,194
Natural,215,144,92,208,194,142,166,151,51
Natural,166,151,51,215,144,92,208,194,142
Natural,166,151,51,208,194,142,215,144,92
Natural,208,194,142,215,144,92,166,151,51
Natural,208,194,142,166,151,51,215,144,92
Wholesome,215,144,92,171,181,136,255,250,184
Wholesome,255,250,184,215,144,92,171,181,136
Wholesome,255,250,184,171,181,136,215,144,92
Wholesome,171,181,136,215,144,92,255,250,184
Wholesome,171,181,136,255,250,184,215,144,92
Generous,215,144,92,166,151,51,254,230,194
Generous,254,230,194,215,144,92,166,151,51
Generous,254,230,194,166,151,51,215,144,92
Generous,166,151,51,215,144,92,254,230,194
Generous,166,151,51,254,230,194,215,144,92
Domestic,215,144,92,103,186,116,254,230,194
Domestic,254,230,194,215,144,92,103,186,116
Domestic,254,230,194,103,186,116,215,144,92
Domestic,103,186,116,215,144,92,254,230,194
Domestic,103,186,116,254,230,194,215,144,92
Calm,145,111,93,130,99,61,208,194,142
Calm,208,194,142,145,111,93,130,99,61
Calm,208,194,142,130,99,61,145,111,93
Calm,130,99,61,145,111,93,208,194,142
Calm,130,99,61,208,194,142,145,111,93
Provincial,166,151,51,145,111,93,138,112,12
Provincial,138,112,12,166,151,51,145,111,93
Provincial,138,112,12,145,111,93,166,151,51
Provincial,145,111,93,166,151,51,138,112,12
Provincial,145,111,93,138,112,12,166,151,51
Placid,89,55,8,45,0,5,145,111,93
Placid,145,111,93,89,55,8,45,0,5
Placid,145,111,93,45,0,5,89,55,8
Placid,45,0,5,89,55,8,145,111,93
Placid,45,0,5,145,111,93,89,55,8
Modest,145,111,93,133,95,104,222,222,222
Modest,222,222,222,145,111,93,133,95,104
Modest,222,222,222,133,95,104,145,111,93
Modest,133,95,104,145,111,93,222,222,222
Modest,133,95,104,222,222,222,145,111,93
Chic,186,186,186,82,82,82,145,111,93
Chic,145,111,93,186,186,186,82,82,82
Chic,145,111,93,82,82,82,186,186,186
Chic,82,82,82,186,186,186,145,111,93
Chic,82,82,82,145,111,93,186,186,186
Aqueous,145,111,93,98,116,114,166,181,183
Aqueous,166,181,183,145,111,93,98,116,114
Aqueous,166,181,183,98,116,114,145,111,93
Aqueous,98,116,114,145,111,93,166,181,183
Aqueous,98,116,114,166,181,183,145,111,93
Sober,130,99,61,145,111,92,82,82,82
Sober,82,82,82,130,99,61,145,111,92
Sober,82,82,82,145,111,92,130,99,61
Sober,145,111,92,130,99,61,82,82,82
Sober,145,111,92,82,82,82,130,99,61
Aromatic,112,11,1,149,78,29,166,151,51
Aromatic,166,151,51,112,11,1,149,78,29
Aromatic,166,151,51,149,78,29,112,11,1
Aromatic,149,78,29,112,11,1,166,151,51
Aromatic,149,78,29,166,151,51,112,11,1
Classic,112,41,3,126,100,12,149,78,29
Classic,149,78,29,112,41,3,126,100,12
Classic,149,78,29,126,100,12,112,41,3
Classic,126,100,12,112,41,3,149,78,29
Classic,126,100,12,149,78,29,112,41,3
Provincial,149,78,29,82,82,82,138,112,12
Provincial,138,112,12,149,78,29,82,82,82
Provincial,138,112,12,82,82,82,149,78,29
Provincial,82,82,82,149,78,29,138,112,12
Provincial,82,82,82,138,112,12,149,78,29
Diligent,149,78,29,53,21,3,145,111,93
Diligent,145,111,93,149,78,29,53,21,3
Diligent,145,111,93,53,21,3,149,78,29
Diligent,53,21,3,149,78,29,145,111,93
Diligent,53,21,3,145,111,93,149,78,29
Traditional,89,55,8,5,11,48,149,78,29
Traditional,149,78,29,89,55,8,5,11,48
Traditional,149,78,29,5,11,48,89,55,8
Traditional,5,11,48,89,55,8,149,78,29
Traditional,5,11,48,149,78,29,89,55,8
Delicious,150,58,4,255,127,0,208,180,137
Delicious,208,180,137,150,58,4,255,127,0
Delicious,208,180,137,255,127,0,150,58,4
Delicious,255,127,0,150,58,4,208,180,137
Delicious,255,127,0,208,180,137,150,58,4
Rustic,126,100,12,150,58,4,53,32,6
Untamed,150,58,4,89,55,8,227,26,42
Untamed,227,26,42,150,58,4,89,55,8
Untamed,227,26,42,89,55,8,150,58,4
Untamed,89,55,8,150,58,4,227,26,42
Untamed,89,55,8,227,26,42,150,58,4
Aromatic,112,41,3,215,144,92,150,58,4
Aromatic,150,58,4,112,41,3,215,144,92
Aromatic,150,58,4,215,144,92,112,41,3
Aromatic,215,144,92,112,41,3,150,58,4
Aromatic,215,144,92,150,58,4,112,41,3
Practical,150,58,4,112,116,72,45,0,5
Practical,45,0,5,150,58,4,112,116,72
Practical,45,0,5,112,116,72,150,58,4
Practical,112,116,72,150,58,4,45,0,5
Practical,112,116,72,45,0,5,150,58,4
Grand,191,169,11,0,0,0,150,58,4
Grand,150,58,4,191,169,11,0,0,0
Grand,150,58,4,0,0,0,191,169,11
Grand,0,0,0,191,169,11,150,58,4
Grand,0,0,0,150,58,4,191,169,11
Pastoral,150,58,4,126,100,12,166,151,51
Pastoral,166,151,51,150,58,4,126,100,12
Pastoral,166,151,51,126,100,12,150,58,4
Pastoral,126,100,12,150,58,4,166,151,51
Pastoral,126,100,12,166,151,51,150,58,4
Sturdy,5,11,48,0,0,0,150,58,4
Sturdy,150,58,4,5,11,48,0,0,0
Sturdy,150,58,4,0,0,0,5,11,48
Sturdy,0,0,0,5,11,48,150,58,4
Sturdy,0,0,0,150,58,4,5,11,48
Pastoral,215,144,92,112,41,3,138,112,12
Pastoral,138,112,12,215,144,92,112,41,3
Pastoral,138,112,12,112,41,3,215,144,92
Pastoral,112,41,3,215,144,92,138,112,12
Pastoral,112,41,3,138,112,12,215,144,92
Rustic,191,169,11,112,41,3,150,58,4
Rustic,150,58,4,191,169,11,112,41,3
Rustic,150,58,4,112,41,3,191,169,11
Rustic,112,41,3,191,169,11,150,58,4
Rustic,112,41,3,150,58,4,191,169,11
Aromatic,149,78,29,112,41,3,208,180,137
Aromatic,208,180,137,149,78,29,112,41,3
Aromatic,208,180,137,112,41,3,149,78,29
Aromatic,112,41,3,149,78,29,208,180,137
Aromatic,112,41,3,208,180,137,149,78,29
Sturdy,112,41,3,0,0,0,150,58,4
Sturdy,150,58,4,112,41,3,0,0,0
Sturdy,150,58,4,0,0,0,112,41,3
Sturdy,0,0,0,112,41,3,150,58,4
Sturdy,0,0,0,150,58,4,112,41,3
Placid,145,111,93,112,41,3,127,127,127
Placid,127,127,127,145,111,93,112,41,3
Placid,127,127,127,112,41,3,145,111,93
Placid,112,41,3,145,111,93,127,127,127
Placid,112,41,3,127,127,127,145,111,93
Conservative,112,41,3,1,24,10,130,99,61
Conservative,130,99,61,112,41,3,1,24,10
Conservative,130,99,61,1,24,10,112,41,3
Conservative,1,24,10,112,41,3,130,99,61
Conservative,1,24,10,130,99,61,112,41,3
Traditional,53,21,3,149,78,29,112,11,1
Traditional,112,11,1,53,21,3,149,78,29
Traditional,112,11,1,149,78,29,53,21,3
Traditional,149,78,29,53,21,3,112,11,1
Traditional,149,78,29,112,11,1,53,21,3
Sturdy,53,21,3,89,55,8,149,78,29
Sturdy,149,78,29,53,21,3,89,55,8
Sturdy,149,78,29,89,55,8,53,21,3
Sturdy,89,55,8,53,21,3,149,78,29
Sturdy,89,55,8,149,78,29,53,21,3
Untamed,53,21,3,0,0,0,229,0,13
Untamed,229,0,13,53,21,3,0,0,0
Untamed,229,0,13,0,0,0,53,21,3
Untamed,0,0,0,53,21,3,229,0,13
Untamed,0,0,0,229,0,13,53,21,3
Practical,138,101,97,53,21,3,112,41,3
Practical,112,41,3,138,101,97,53,21,3
Practical,112,41,3,53,21,3,138,101,97
Practical,53,21,3,138,101,97,112,41,3
Practical,53,21,3,112,41,3,138,101,97
Conservative,53,21,3,53,32,6,145,111,93
Conservative,145,111,93,53,21,3,53,32,6
Conservative,145,111,93,53,32,6,53,21,3
Conservative,53,32,6,53,21,3,145,111,93
Conservative,53,32,6,145,111,93,53,21,3
Sound,53,21,3,51,73,18,130,99,61
Sound,130,99,61,53,21,3,51,73,18
Sound,130,99,61,51,73,18,53,21,3
Sound,51,73,18,53,21,3,130,99,61
Sound,51,73,18,130,99,61,53,21,3
Vivid,212,0,57,255,242,0,255,127,0
Vivid,255,127,0,212,0,57,255,242,0
Vivid,255,127,0,255,242,0,212,0,57
Vivid,255,242,0,212,0,57,255,127,0
Vivid,255,242,0,255,127,0,212,0,57
Showy,212,0,57,95,35,141,255,242,0
Bold,255,242,0,0,0,0,229,0,13
Bold,229,0,13,255,242,0,0,0,0
Bold,229,0,13,0,0,0,255,242,0
Bold,0,0,0,255,242,0,229,0,13
Bold,0,0,0,229,0,13,255,242,0
Dazzling,255,127,0,255,242,0,95,35,141
Dazzling,95,35,141,255,127,0,255,242,0
Dazzling,95,35,141,255,242,0,255,127,0
Dazzling,255,242,0,255,127,0,95,35,141
Dazzling,255,242,0,95,35,141,255,127,0
Dynamic,212,0,57,0,0,0,255,242,0
Dynamic,255,242,0,212,0,57,0,0,0
Dynamic,255,242,0,0,0,0,212,0,57
Dynamic,0,0,0,212,0,57,255,242,0
Dynamic,0,0,0,255,242,0,212,0,57
Sporty,255,242,0,26,67,155,255,255,255
Sporty,255,255,255,255,242,0,26,67,155
Sporty,255,255,255,26,67,155,255,242,0
Sporty,26,67,155,255,242,0,255,255,255
Sporty,26,67,155,255,255,255,255,242,0
Lively,229,0,13,255,242,0,12,32,120
Lively,12,32,120,229,0,13,255,242,0
Lively,12,32,120,255,242,0,229,0,13
Lively,255,242,0,229,0,13,12,32,120
Lively,255,242,0,12,32,120,229,0,13
Intense,95,35,141,0,0,0,255,242,0
Intense,255,242,0,95,35,141,0,0,0
Intense,255,242,0,0,0,0,95,35,141
Intense,0,0,0,95,35,141,255,242,0
Intense,0,0,0,255,242,0,95,35,141
Hot,229,0,13,112,41,3,191,169,11
Hot,191,169,11,229,0,13,112,41,3
Hot,191,169,11,112,41,3,229,0,13
Hot,112,41,3,229,0,13,191,169,11
Hot,112,41,3,191,169,11,229,0,13
Rich,191,169,11,112,41,3,138,0,7
Rich,138,0,7,191,169,11,112,41,3
Rich,138,0,7,112,41,3,191,169,11
Rich,112,41,3,191,169,11,138,0,7
Rich,112,41,3,138,0,7,191,169,11
Substantial,112,11,1,112,41,3,191,169,11
Substantial,191,169,11,112,11,1,112,41,3
Substantial,191,169,11,112,41,3,112,11,1
Substantial,112,41,3,112,11,1,191,169,11
Substantial,112,41,3,191,169,11,112,11,1
Ethnic,138,0,7,191,169,11,5,60,88
Ethnic,5,60,88,138,0,7,191,169,11
Ethnic,5,60,88,191,169,11,138,0,7
Ethnic,191,169,11,138,0,7,5,60,88
Ethnic,191,169,11,5,60,88,138,0,7
Mature,149,60,53,191,169,11,73,0,35
Mature,73,0,35,149,60,53,191,169,11
Mature,73,0,35,191,169,11,149,60,53
Mature,191,169,11,149,60,53,73,0,35
Mature,191,169,11,73,0,35,149,60,53
Luxurious,138,0,7,32,10,70,191,169,11
Luxurious,191,169,11,138,0,7,32,10,70
Luxurious,191,169,11,32,10,70,138,0,7
Luxurious,32,10,70,138,0,7,191,169,11
Luxurious,32,10,70,191,169,11,138,0,7
Extravagant,105,0,51,191,169,11,106,51,135
Extravagant,106,51,135,105,0,51,191,169,11
Extravagant,106,51,135,191,169,11,105,0,51
Extravagant,191,169,11,105,0,51,106,51,135
Extravagant,191,169,11,106,51,135,105,0,51
Decorative,212,0,57,95,35,141,191,169,11
Decorative,191,169,11,212,0,57,95,35,141
Decorative,191,169,11,95,35,141,212,0,57
Decorative,95,35,141,212,0,57,191,169,11
Decorative,95,35,141,191,169,11,212,0,57
Cheerful,251,103,89,251,167,89,255,242,63
Cheerful,255,242,63,251,103,89,251,167,89
Cheerful,255,242,63,251,167,89,251,103,89
Cheerful,251,167,89,251,103,89,255,242,63
Cheerful,251,167,89,255,242,63,251,103,89
