Emotion,RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B
Pretty, 248,117,157, 255,250,184, 128,166,206 
Enjoyable, 173,219,93, 248,117,157, 57,89,153
Pretty, 251,174,193, 255,255,255, 255,242,124 
Sweet, 251,167,89, 254,230,194, 251,174,193 
Charming, 251,174,193, 254,230,194, 191,230,200
Soft, 253,217,205, 251,174,193, 234,216,227
Sweet and Dreamy, 251,174,193, 253,217,205, 207,179,215 
Tender, 251,174,193, 249,223,226, 144,193,156 
Feminine, 165,123,177, 251,174,193, 191,230,200
Innocent, 251,174,193, 192,230,184, 253,217,205 
Dreamy, 251,174,193, 192,230,184, 253,217,205 
Agreeable to the touch, 210,168,159, 254,230,194, 249,223,226 
Supple, 249,223,226, 255,255,255, 192,230,184 
Romantic, 249,223,226, 255,255,255, 217,228,228
Sunny, 253,192,145, 255,250,184, 249,223,226 
Innocent, 251,174,193, 249,223,226, 255,250,184 
Charming, 251,174,193, 249,223,226, 204,236,232
Pleasant, 208,180,137, 234,124,104, 249,223,226 
Gentle and Elegant, 210,168,159, 249,223,226, 198,183,186 
Emotional, 249,223,226, 191,230,200, 165,123,177
Mild, 208,180,137, 254,230,194, 215,188,188 
Cultured, 215,188,188, 234,216,227, 198,183,186 
Emotional, 215,188,188, 234,124,104, 145,111,93
Feminine, 215,188,188, 254,230,194, 207,179,215 
Delicate, 234,216,227, 198,183,186, 234,216,227 
Sleek, 234,216,227, 215,188,188, 115,95,108
Graceful, 215,188,188, 242,242,242, 165,123,177 
Supple, 254 , 230 ,194, 166,181,183, 215,188,188 
Refined, 215,188,188, 186,186,186, 121,123,131
Pleasant, 138,101,97, 210,168,159, 202,130,144 
Tender, 202,130,144, 234,216,227, 165,123,177 
Feminine, 202,130,144, 207,179,215, 234,216,227 
Sedate, 202,130,144, 115,95,108, 126,56,88 
Graceful, 202,130,144, 133,95,104, 99,63,110 
Nostalgic, 138,101,97, 51,73,18, 202,130,144 
Alluring, 126,56,88, 202,130,144, 99,63,110
Western, 217,228,228, 202,130,144, 10,21,82
Glossy , 212,0,57, 106,51,135, 202,130,144
Tender, 253,217,205, 234,124,104, 133,95,104 
Mild, 215,188,188, 186,186,186, 133,95,104 
Alluring, 227,26,42, 133,95,104, 99,63,110
Sleek, 210,168,159, 186,186,186, 133,95,104 
Emotional, 138,101,97, 198,183,186, 133,95,104 
Graceful, 215,188,188, 202,130,144, 133,95,104
Elegant, 234,216,227, 165,123,177, 133,95,104 
Subtle, 133,95,104, 198,183,186, 222,222,222 
Chic, 215,188,188, 202,130,144, 133,95,104
Sleek, 126,56,88, 115,95,108, 215,188,188 
Alluring, 126,56,88, 202,130,144, 99,63,110 
Mellow, 105,0,51, 227,26,42, 126,56,88
Interesting, 166,151,51, 126,56,88, 116,139,116 
Complex, 191,169,11, 37,95,81, 126,56,88 
Extravagant, 72,13,104, 191,169,11, 126,56,88
Cultured, 126,56,88, 242,242,242, 198,183,186 
Tasteful, 53,21,3, 130,99,61, 126,56,88 
Classic, 149,78,29, 126,56,88, 2,22,35
Mature ,105,0,51 , 227,26,42 , 138,112,12
Mellow, 105,0,51 , 149,78,29 , 32,10,70
Alluring ,105,0,51 , 112,41,3 , 1,24,10
Rustic ,112,41,3 , 138,112,12 , 40,0,24 
Sturdy ,40,0,24 , 89,55,8 , 0,0,0
Serious ,40,0,24 , 82,82,82 , 5,11,48  
Intrepid ,40,0,24 , 204,236,232 , 10,21,82  
Majestic ,40,0,24 , 161,161,161 , 26,9,42
Solemon ,40,0,24 , 127,127,127 , 0,0,0 
Substantial, 73,0,35 , 138,112,12 , 191,169,11
Elaborate, 73,0,35 , 191,169,11 , 1,47,45
Mature ,73,0,35 , 227,26,42 , 40,0,24
Mellow ,112,41,3 , 149,60,53 , 73,0,35 
Classic ,73,0,35 , 149,78,29 , 32,10,70
Old-fashioned ,73,0,35 , 138,112,12 , 51, 73,18  
Tasteful, 53,32,6 , 138,112,12 , 73,0,35  
Majestic, 73,0,35 , 121,123,131 , 0,0,0
Strong and Robust ,26,26,26 , 73,0,35 , 2,22,35 
Luxurious ,227,26,42 , 191,169,11 , 73,0,35
Mature ,73,0,35 , 227,26,42 , 40,0,24
Heavy and Deep ,40,0,24 , 112,41,3 , 1,24,10
Rustic ,112,41,3 , 138,112,12 , 40,0,24 
Sturdy ,40,0,24 , 89,55,8 , 0,0,0
Serious, 40,0,24 , 82,82,82 , 5,11,48  
Intrepid, 40,0,24 , 204,236,232 , 10,21,82  
Majestic ,40,0,24 , 161,161,161 , 26,9,42
Solemon, 40,0,24 , 127,127,127 , 0,0,0 
Cultured, 115,95,108, 215,188,188, 242,242,242 
Sedate, 138,101,97, 198,183,186, 242,242,242 
Dry, 208,194,142, 242,242,242, 130,99,61
Pure and Simple, 207,179,215, 242,242,242, 166,181,183 
Quiet, 242,242,242, 98,116,114, 51,71,108 
Composed, 242,242,242, 98,116,114, 5,60,88
Noble, 121,123,131, 242,242,242, 116,139,116 
Polished, 153,194,181, 242,242,242, 166,181,183 
Metallic, 127,127,127, 242,242,242, 5,11,48
Romantic, 249,223,226, 255,255,255, 192,230,184 
Festive, 229,0,13, 255,255,255, 255,242,0 
Sporty, 229,0,13, 255,255,255, 12,32,120
Clear, 153,215,179, 255,255,255, 204,236,232 
Simple, 222,222,222, 255,255,255, 123,150,181 
Fresh, 179,221,61, 255,255,255, 128,166,206
Crystalline, 153,215,179, 255,255,255, 128,166,206 
Youthful, 255,242,124, 255,255,255, 116,196,118 
Sharp, 1,144,102, 255,255,255, 0,0,0
Chic, 145,111,93, 222,222,222, 121,123,131 
Simple Quiet and Elegant, 145,111,93, 222,222,222, 123,150,181 
Distinguished, 222,222,222, 98,116,114, 32,104,113
Refined, 115,95,108, 222,222,222, 123,150,181 
Sober, 112,116,72, 222,222,222, 166,181,183 
Rational, 57,89,153, 10,21,82, 222,222,222
Quiet, 98,116,114, 51,71,108, 222,222,222 
Youthful, 4,36,65, 222,222,222, 116,139,116 
Modern, 26,26,26, 222,222,222, 1,144,102
Elegant, 115,95,108, 186,186,186, 215,188,188 
Tranquil, 153,193,151, 208,194,142, 186,186,186 
Subtle, 198,183,186, 186,186,186, 121,123,131
Chic, 115,95,108, 186,186,186, 98,116,114 
Simple and Appealing, 166,151,51, 130,99,61, 186,186,186 
Earnest, 5,11,48, 186,186,186, 12,32,120
Sober, 130,99,61, 186,186,186, 112,116,72 
Simple Quiet and Elegant, 112,41,3, 186,186,186, 138,112,12 
Metallic, 1,47,45, 186,186,186, 0,0,0
Simple and Appealing, 112,116,72, 208,194,142, 161,161,161 
Simple Quiet and Elegant, 145,111,93, 161,161,161, 222,222,222 
Intellectual, 217,228,228, 161,161,161, 10,21,82 
Provincial,  138,112,12, 161,161,161, 130,99,61 
Modest, 161,161,161, 112,116,72, 45,0,5
Solemn, 5,11,48, 161,161,161, 26,26,26 
Masculine, 33,36,10, 161,161,161, 32,104,113  
Formal, 112,41,3, 161,161,161, 12,32,120
Subli   me, 161,161,161, 0,0,0, 115,95,108
Sober, 112,116,72, 186,186,186, 127,127,127 
Chic, 116,139,116, 242,242,242, 127,127,127 
Earnest, 4,36,65, 242,242,242, 127,127,127
Majestic, 32,10,70, 127,127,127, 26,26,26 
Solemn, 127,127,127, 5,11,48 ,98,116,114
Exact, 10,21,82, 0,0,0 , 127 , 127 , 127
Sound, 112,41,3, 5,11,48, 53,32,6 
Strong and Robust, 127,127,127, 26,26,26 
Dignified, 10,21,82, 127,127,127, 0,0,0
Provincial, 222,222,222, 112,116,72, 82,82,82 
Diligent, 82,82,82, 145,111,93, 130,99,61 
Serious, 45,0,5, 82,82,82, 0,0,0
Chic, 133,95,104, 198,183,186, 82,82,82 
Subtle and Mysterious, 130,99,61, 82,82,82, 26,26,26 
Exact, 2,22,35, 82,82,82, 166,181,183
Urbane, 91,165,159, 115,95,108, 82,82,82 
Formal, 82,82,82, 242,242,242, 5,11,48 
Precise, 26,26,26, 98,116,114 , 82,82,82
Salty, 166,151,51, 51,51,51, 98,116,114 
Bitter, 53,32,6, 130,99,61, 51,51,51 
Conservative, 130,99,61, 51,51,51, 112,41,3 
Exact, 127,127,127, 166,181,183, 51,51,51 
Subtle and Mysterious, 127,127,127, 51,51,51, 145,111,93 
Quiet and Sophisticated, 89,55,8, 1,24,10, 51,51,51 
Urbane, 51,51,51, 98,116,114, 153,194,181 
Authoritative, 51,51,51, 161,161,161, 10,21,82 
Solemn, 51,51,51, 121,123,131, 5,11,48
Subtle and Mysterious, 115,95,108, 186,186,186, 26,26,26 
Old-Fashioned, 112,41,3, 149,78,29, 26,26,26 
Robust, 45,0,5, 138,0,7, 26,26,26
Intellectual, 26,26,26, 222,222,222, 91,165,159 
Sturdy, 53,32,6, 112,116,72, 26,26,26 
Heavy and Deep, 26,26,26, 112,41,3, 5,11,48
Formal, 26,26,26, 242,242,242, 121,123,131 
Sublime, 26,26,26, 12,32,120, 98,116,114 
Authoritative, 5,11,48, 98,116,114, 26,26,26
Bold, 229,0,13, 0,0,0, 255,242,0 
Fiery, 0,0,0, 255,127,0, 229,0,13 
Striking, 212,0,57, 0,0,0, 1,144,102 
Strong and Robust, 53,21,3, 145,111,93, 0,0,0
Stylish, 0,0,0, 99,63,110, 91,165,159 
Intense, 95,35,141, 255,242,0, 0,0,0 
Sharp, 0,0,0, 255,255,255, 26,67,155 
Metallic, 53,21,3, 145,111,93, 0,0,0
Modern, 0,0,0, 51,71,108, 186,186,186










